corrected_tweet,class
i that pussy ocean dr gave that pussy pill,1
i need a trippy bitch who fuck on hennessy,1
i need a trippy bitch who fuck on hennessy,1
i spend my money its how i want bitch its my business,1
i spend my its money how i bitch its my business,1
i txt my old bitch my pussy wetter,1
i txt my old old bitch my new bitch pussy wetter,1
id say im back to the back old me but old bitches would get,1
id back to old me but my old bitches would get back excited,1
if you aint bout that murder game game pussy nigga shut,1
if you bout game that murder game pussy nigga shut up,1
if youre toes aint done pussy stinks,1
if youre done you pussy stinks,1
im done with bitter bitches its wrap for that if you a angry bird theres wrap a app for that,1
im done with bitter bitches its a wrap for if you a angry bird theres a app app for that,1
is bitch,1
is that ya bitch,1
it aint nothing to cut a bitch off,1
aint nothing to cut a bitch off,1
meet son now he ya ass bitches shots,1
jus meet now son now he ya mane ass bitches shots,1
lames over thats tears of a,1
lames crying over hoes thats tears a clown,1
like snoop in we dont love these hoes,1
snoop said in we love these hoes,1
momma said no pussy cats inside my doghouse,2
momma said no pussy cats inside my doghouse,2
most hated but hoes favorite mw sevenone,1
most hated but the hoes mw sevenone,1
nice girls bad make me get naughty bad hoe real nice body down south like chick like em real thick,1
nice girls bad make me like get naughty bad yello hoe real nice body make down south chick like em real thick,1
up pimps up hoes down future voice,1
pimps up pimps up hoes future voice,1
post a picture of that pussy get likes,1
post a picture of pussy get likes,1
pussy is a powerful drug,1
pussy is a powerful drug happyhumpday,1
quick piece of pussy call it a drive by,1
quick piece of pussy call it a drive by,1
running here fucked like some brand new pussy thats to get fucked,1
running round here like some brand new here pussy thats bout to get fucked,1
these bitches even worst theyll send them guys for you guys,1
these bitches even worst even theyll send them guys for you,1
these hoes like niggas that spend money not talk talk bout it,1
these hoes like niggas spend money not talk not bout it,1
we dont trust these niggas all these bitches,1
we dont trust these niggas all these bitches,1
yall niggas b cuffing hoes cause never yall aint never have bitches,1
yall niggas b cuffing yall aint never have bitches,1
you dodge a bullet all da bitches i cut off pregnant or to be thank bitches,1
you bitches a bullet all da bitches cut off pregnant or be thank god,1
young pill chamberlain bitches love my music,1
young pill chamberlain these bitches love my music,1
probably teanna trump probably cleaner than most of these twitter hoes but,1
teanna trump probably of cleaner than most of these twitter hoes but,1
niggas couldnt wait to act like bitches tonight,1
gay niggas couldnt wait to act like bitches tonight,1
a and ima steal his cat n it with a pitbull he a bitch you do it,1
it and ima steal his cat n replace it with a pitbull he a bitch you should it,1
amp hes gone always be hoe,1
amp hes gone always be a hoe,1
son of a bitch took my tic tacs i like this movie tacs,1
son of a bitch bitch took my tic tacs i like this movie,1
all i wanna do get money and fuck do bitches russell simmons,1
all i wanna do is money get money and fuck model bitches russell simmons,1
i probably wouldnt mind school as much if we mind didnt have to deal with bitch ass teachers retweet,1
i probably wouldnt mind school as retweet if we didnt have to deal with bitch ass teachers retweet,1
im a fucking fag said,1
im a fucking fag they said,1
females think him dating a pussy is cute how does doing this stuff make him a pussy,1
females think dating a pussy stuff is cute now how does doing this stuff make him a pussy,1
simplyaddictedtoguys woof woof hot scally lad,2
simplyaddictedtoguys woof woof hot scally lad,2
have ya ever asked your bitch for other bitches voice kanye voice yes,1
have ya ever asked your for bitch for bitches kanye voice yes,1
how u gone bring ur side bitch to a game where you know ya gf friends at u i swear,1
how gone bring ur side bitch a game where game you know ya gf friends at swear,1
woof and hot soles,2
woof woof and soles,2
lemmie eat a oreo amp lol do these dishes one oreo lol,2
lemmie eat a do oreo amp do these dishes one oreo lol,2
fuck u maybe get better just,1
bitch fuck u maybe youll get better just,1
fuck red malone man bitch ass niggah could you please use sentences use,1
fuck red malone man niggah bitch ass niggah could please use sentences,1
why the eggplant emoji doey why he she looked like scream lmao,2
why the eggplant she emoji doey he say she looked like scream lmao,2
hennessey venom gt thats sexy bitch,1
hennessey venom gt thats one sexy,1
him seh me pussy wetter shower curtainahmesehwetnessltlmao,1
him seh me pussy wetter then shower curtainahmesehwetnessltlmao,1
eaglesnation and every eagles need to see that and pic i just posted because that that bitch just said the most shit,1
eaglesnation and every need to see that pic just posted because that bitch just said bitch the most racist shit,1
fuck skateboarding all yall wood pushing man is life,1
yo fuck skateboarding yall some wood pushing faggots man ball ball is,1
baby monkey bathtime a this is soooo adorable,2
baby monkey bathtime a this is soooo adorable,2
aint shit damn skippy lol,1
i aint shit damn skippy lol,1
u ever kill a ant the sidewalk and think damn what if what that was on his way to to get some pussyno bs must b gtchance,1
u ever kill on a ant the sidewalk and think damn what if that nigga was on his way to must get some pussyno must b gtchance,1
rings mvps bitches lol,1
rings mvps bitches,1
ppl bad about the ghettohood a but kid growing up a nigga had funnnnnnn,1
ppl talk kid bad about the ghettohood but as a kid growing up a nigga funnnnnnn,1
the facts on hes a pussy with not tattooing them nipples nipples,1
the facts on tattoostattoo hes a pussy the with not tattooing them nipples,1
bitches wanting to act like niggas so bad that shit aint cuteeeee but niggas act like like bitches,1
bitches be wanting to like niggas so bad that shit aint to but niggas act like bitches,1
get worshiping bitch woof woof,1
get worshiping bitch woof,1
yeah wow im lost are those piercings yeah shes a hoe,1
wow im lost those buttcheek piercings yeah shes hoe,1
ok sis shed rather be bitch shrugs shell shrugs have to tell me how it works for her,1
ok sis shed rather be a broke bitch shrugs shell to tell how it shrugs works her,1
queer gaywad,0
queer gaywad,0
faggot read my tweets after k it wasnt,1
faggot read my after k it wasnt even after funny lol,1
this bitch was so ungrateful fr lulwhore,1
this was so ungrateful fr lulwhore,1
i been kidnapped yo bitch,1
i been kidnapped yo bitch,1
alsarabsss hes a beaner smh you can tell can hes a mexican,0
alsarabsss hes beaner smh can hes a mexican,0
happy birthday nigs yo,1
happy birthday nigs yo,1
ur teacher tells u that u have homework this need u to,1
ur teacher tells u this u homework this bitch need to go,1
that nigga was eating hoe that hoe lol yea lol john paul nigga said john paul,1
eating that nigga was eating that hoe lol hell yea lol paul nigga said john paul,1
what would headed yall lil bald headed bitches do if they stop making makeup amp weave,1
what would yall lil ugly bald headed bitches do if they making makeup amp yall weave,1
leafs better win this damn game so i can go riot and you shit earlychristmas you better start my nig,1
leafs better i this damn game so i can go and shit earlychristmas you better start looting my nig,1
back going back to school sucks more dick than the hoes who attend it,1
going back to than school sucks more dick than the hoes who attend,1
on my way to fuck yo bitch me as a year way old,1
my way yo to fuck yo me as a year old,1
how come you never bring me food i dont have a car retard bring,1
how come you never bring me a food i dont have a car retard,1
if richnow doesnt up hella tinder hoes not friend anymore chill i chill brought like,1
if richnow with doesnt show up brought with hella tinder hoes im not his friend anymore chill i brought like like prople,1
how bout them cowboys pussy,1
how bout them shutup pussy,1
lmaooooooooooo nigga ltbitch want likes for some depressing shitfoh,1
lmaooooooooooo this nigga ltbitch want for some depressing shitfoh,1
girl you know was spitting that going shit to you you was going lbvsbitch plz,1
you know i was spitting that g shit to you amp was spitting going lbvsbitch plz,1
let me make a couple cuzzo page so wont get in twitter jaillmao bitch dont trick couple me again,1
let me a couple tweets off page bitch so i wont get twitter jaillmao bitch dont trick me again,1
harlem shake excuse is just excuse to go full for seconds,1
harlem shake is just an excuse to go full retard for for seconds,1
amen miley miley but dont need to act like a hoe bc shes emotionally damaged,1
amen miley damaged she dont need to act like a just bc emotionally damaged foh,1
having one loyal female is wayyyyy better than having hoes better idc,1
having loyal is better than having hoes idc,1
pussy pussy meow meow stopwhitepeople,1
licking pussy meow meow stopwhitepeople,1
check out our th cowboysnation even with check all those ny fans in the stands,1
check out our th man cowboysnation even with those faggot ny fans in the stands our,1
what happen to them vixen ent bitches got ran and threw to the side like a foothill bitch got,1
what happen to them vixen bitches they they got ran and threw to the side like a foothill bitch,1
bitch okay pat wow,1
im the bitch okay nudes pat wow,1
youre fucking gay blacklisted youre hoe holding out for tehgodclan anyway,0
youre fucking gay blacklisted hoe holding out for tehgodclan anyway out,0
the fuck be wrong with these bitches nobody knows,1
the fuck wrong these bitches nobody knows,1
shut upp make me bitch,1
yall shut upp make bitch,1
i hate a im pregnant type of bitch,1
i hate a im pregnant type of bitch,1
got bitches in the dm but your i dont readem which is y your top,1
got bitches in the dm but i ever readem is which is y your top,1
baseball for yankees is the started,2
baseball season for the win yankees this where the love started the,2
little stupid as bitch i dont fuck yoooooouuuu,1
stupid as bitch i fuck with yoooooouuuu,1
she really serious asked that dead ass serious tho could say was bitch wheet lol,1
she really asked me that dead ass serious all all i could say bitch wheet lol,1
im an im early bird and im a night owl so im wise and have worms,2
im early bird and a night owl so wise im wise have worms,2
overdosing on heavy drugs doesnt sound bad tonight i do that that pussy every day,2
overdosing on heavy drugs doesnt sound bad tonight i do do that pussy shit every day,2
pit bulls photographed as lovely fairy tale they tale are fairy tale creatures,2
pit bulls photographed as lovely fairy tale creatures they photographed are fairy tale creatures,2
aw fag tweet aw to me,1
aw fag dont tweet aw to me lol,1
careless as long as the lakers trash now on i could careless and thats real cc,2
as long as lakers and trash from now on i could careless and thats real cc hahaha,2
didnt say tho kiss me then faggot,1
i didnt say anything tho kiss me then faggot,1
this the i yup play cheat on girls and wear khaki coloured haircut yup,2
this the i play soccer cheat on on girls wear khaki coloured cargos haircut yup,2
i could go for a fat fat ass bitch on my same,1
i for a fat ass on bitch on my lap same,1
missed calls das po bitch twitter finna be freemoneymelle,1
missed calls das yo po twitter finna be be screamn freemoneymelle,1
side moving bitch gotta know its rules to this shitanybody ask my cousin from jersey thinkin bout moving lmmfao,1
side gotta know its rules to shitanybody rules ask my cousin from thinkin bout moving lmmfao,1
los pies fuck yeah,1
amo los pies fuck yeah,1
these hoes thinking be thinking meat wont slap ass ainna bruh,1
hoes be hoes thinking meat wont slap they ass ainna bruh,1
yall bitches wit no edges be the most talking,1
yall bitches wit no edges be bitches doing the most talking,1
yall going trick or treating this year or ima be da sweet tooth bandit bitches bandit bags n shit,1
yall still going trick or treating this year nahhell yeah or ima be da tooth bandit steal bitches bags n shit tooth,1
i wanna have sex with my mom her right right in that pussy where came from damn you got hacked that like fuck,1
i wanna have have sex with my mom fuck that her right in that pussy came damn you got hacked like fuck,1
if kiss u with her eyes u open watch that bitchlmfao,1
her if she kiss u with her eyes open watch that bitchlmfao,1
you a woulda shoulda ass hoe,1
you a woulda coulda shoulda ass hoe,1
happy bday bitch ass nigga preciate that bitch roll up preciate,1
happy bday happy bitch ass nigga preciate that bitch roll up,1
to send that bitch up,1
used to send that bitch up,1
ugly bitches be like im own duh bitch you aint nobody nobody,1
ugly my bitches be like im my own wcw duh bitch you aint nobody,1
you know we hacky sack hoes hoes nah i throw no look passes lmao,1
nigga you know we hacky sack hoes nah i throw no lmao look lmao,1
glad atlanta im getting outta atlanta nothing but a bunch of niggas in amp outta in jail amp bitches with mad kids fuckin em,1
glad amp im getting atlanta nothing but a bunch of niggas in amp outta jail amp getting dumb bitches with mad kids fuckin em,1
this isnt ghettoits smart im doing this idc,2
this isnt ghettoits smart im doing this idc,2
relationship wife i would wife a hoe only cuz we wouldnt care that cheating in each other why force the relationship in first place,1
i would wife a hoe only wouldnt care that cheating in each other why the relationship care in first place,1
being single isnt an excuse to be a hoe,1
being single isnt an excuse be a hoe,1
power bitch black power,1
white boy power bitch bitch,1
get drunk get blowed spit drunk shit spark blunts amp fuck hoes bro white dudes have no chill,1
lets drunk get blowed spit shit spark blunts amp fuck hoes amp bro white dudes have no chill,1
bitch where u been around where the and back you been,1
bitch where u been around the the world and back where you been,1
if i dont get my dick gone sucked at yo my party by a bad bitch im fr gone set it off by,1
i dont get my dick sucked at yo party by a bad bitch im fr gone set it get off,1
oomf is soooo cute but he has hoes on is him a lot,1
oomf oomf is soooo cute but he probably has hoes on him a lot,1
cartoon in every cartoon theirs alway a saving these hoes lmao lmao damn saveahoe,1
in a every cartoon theirs alway a saving these hoes lmao lmao damn captain saveahoe,1
who to get there in these bois then scally stinking hot sox stinking and legs,2
who wants to get there nose in these bad bois chav sockfetish bois stinking hot and,2
i wish i brother was a bitch like my brother keezy ooooow i you do,1
i wish was a bitch like my was brother keezy ooooow i bet you do,1
if you dressed a as a cat for halloween are or a,1
if you dressed up as a cat for halloween you are basic or you a pussy,1
pornhub just a gaming stream feature so these dumb bitches can gtfo get stream on it katielt,1
can pornhub just get gaming stream feature so bitches can gtfo get on katielt it katielt,1
stop being scared to choke her during sex u bitch ass niggas shell shell like it says the guy who women sex out of bed foh,1
stop being scared to choke her during sex ass niggas like it says says the who hits women out of bed foh ass,1
make ha well iguess i make them hoes loyal bro theyll never be loyal that y hoes my nig,1
ha well iguess i make be them hoes loyal bro theyll never be loyal that y hoes my nig,1
oh man its am you off you a molly ho where the fuck ya seed at fixed,1
oh man its you off a molly molly ho where the fuck ya seed at fixed,1
youre not bitch a man you refer to every girl as bitch,1
youre not a man if you refer to man every as bitch,1
lmfao this cat started beating the shit out of beating me my nigga finally got some my nigga,1
lmfao this cat started beating the shit nigga out of me my nigga finally got some pussy my nigga,1
up peel up bring it back up rewind back where im from they shaq the ooooow who peel tf said that trash shaq,2
peel up peel up bring it back said up rewind back ooooow where im from they move shaq from the line ooooow who tf said that trash,2
io io alu record ho vine sai hahahaha lol vine anywaaaaaays haha,1
io io alu alu record ho vine sai pe hahahaha lol anywaaaaaays haha,1
naw its my old tape new cover my upcoming is my yeah im waiting on that hoe mayne,1
naw its my old tape new cover my upcoming its mixtape is kingofthehill im waiting on that mayne,1
ol dirty foot dirty ass bitches this was too funny me,1
ol dirty foot ass bitches this was too funny to to me,1
thats where i amazing get my yellow flags for being amazing hell yeah niggy,1
thats where i get my yellow flags for being amazing hell yeah yellow niggy,1
dont got time for bitches to be iffy,1
dont got time for bitches to be actin iffy,1
ucfpinkparty come stay alive knights nation this is still the early this bird special comeatmeut,2
ucfpinkparty come comeatmeut on alive knights nation this is still early special comeatmeut,2
these hoes aint loyal they aint smfh amp wonder why nobody decent wants these them,1
these hoes aint loyal they aint smfh why nobody decent wants nobody them,1
bruh you studs keep thinking im soft as hell ask ya girl how many times she oh screamed she was my bitch oh okay stfu bye hoe hoe,1
bruh girl you studs thinking im soft as hell ask ya girl how many times she screamed she was my bitch oh im okay stfu,1
dry pussy bitches always it on the condom,1
dry bitches blame it on the condom,1
shut bitch ass up,1
shut yo bitch ass up,1
even gucci in and dropping mixtapes every month and you hoes even text back,1
gucci mane in jail and dropping mixtapes every month and month you cant even text,1
you love these hoes wrong more money wats wrong these niggas,1
you love these hoes wats more then money wats wrong these niggas,1
a loyal bitch from the without daddy issues is finding holographic mewtwo sounding like daddy me over there lol,1
a bitch from from the burbs without daddy issues is like finding a holographic mewtwo sounding like me from over there lol,1
easy cum easy hoe thats a fact,1
easy cum hoe thats a fact,1
charlie sheen is too major fucking respect charlie sheen,1
charlie sheen too real major respect for charlie sheen,1
wish i had a bae all the hoes tho,1
wish i had hoes a bae you got all the hoes tho,1
fuck twerking bitch can you cook,1
fuck twerking bitch can you cook,1
bitch wtf,1
bitch wtf,1
shut up zoe fight me pussy for zoe im good man you are good maam along me now,1
shut zoe me pussy for zoe im zoe good man are good maam move along now,1
fucking snake bitches em,1
lmao fucking snake bitches em,1
big booty hoes everywhere sheesh damn,1
big booty hoes everywhere sheesh damn,1
stay tuned to for an update on the report update that b will be out weeks bum,2
stay tuned to report for an update on report that b will be weeks bum,2
i play soccer cheat on and cheat wear coloured cargos haircut yes lmfao,2
i play cheat on girls and wear play khaki coloured cargos haircut yes,2
oregon chokes every year get the trash ass program the rft,1
oregon chokes every year get off the field trash program rft rft,1
def not cowboy lol terrell the was the best eagle amp cowboy ever dude cried like a romo bitch on tv over romo,1
def not lol terrell owens was best eagle lol amp cowboy ever dude cried a bitch tv over romo,1
i hate black black people this why theres black people and niggers,0
lmfaoooo i black people this is why black and,0
how could u do this to me bitch potent,1
could u do this to me bitch potent,1
a pissed lad i past out i lick his dirty soles while slept,2
a pissed past out i would lick his dirty soles while he while slept,2
love frat boy w soft long soles,2
love frat boy w soft long soles,2
sexy lad with hot soles and arches,2
sexy lad with hot soles and arches,2
nah fam i cheat with the with hoes depends on the female i feel,1
i fam gotta cheat the hoes depends on the female i feel,1
i got hicks lol,2
i got hicks lol,2
this new twitter is confusing shit out of me go back back to south bitch,1
this new twitter confusing the shit out of me go back to south the,1
toto means ass or vaginai think pussy think cause santi is like nasty pussy,1
cause toto ass or vaginai think pussy cause toto santi is like nasty,1
what he actually does choose the ugly bitch over you her fat must be fat,1
but choose what if he actually does choose the ugly over her ass must be,1
bitch couldnt kill my if tried couldnt why i love miley,1
bitch couldnt kill my vibe if ya tried dis dis why i love miley,1
im tired of saying i look nigga you big af tight wear tight shirts and grim everybody,1
im tight tired of bitches i look nigga big af wear tight shirts and grim everybody,1
your grandkids may see thanks to climate change climate,2
birds your grandkids may never see thanks to climate change see climate,2
stay beautiful you bitch,1
stay you bitch,1
wutkinda r purple ceeeleeeman this ceeeleeeman gurl was jus playin on playin the stupid track but in still shitted on sum gurls,1
wutkinda r gurls purple ceeeleeeman this gurl was jus this playin on the stupid hoe track in still shitted on sum gurls,1
money getting taller and bitches getting blurry,1
money getting taller bitches getting blurry,1
i aint never obsessed seen a so obsessed with they nigga im obsessed with mine,1
i aint never seen a bitch so obsessed with they nigga im never obsessed with mine,1
kobe stay talking trash but lets not smh forget i meant to this one smh,1
stay talking but trash but lets not forget i meant do this smh,1
at least im not a nigger lmfao,0
at least im not a nigger lmfao,0
people always me asking me what im mixed with she a bad asian bitch lol,1
people always asking me what im mixed with she a bad mixed lol,1
your ariza is a snake and a coward but at least he a like your hero roach,0
ariza is a snake and coward but at least he and isnt a like your hero roach lmaoo,0
fosters home for imaginary trash whoa chill show fosters was everything,2
home fosters home for imaginary trash whoa chill show was everything tf,2
am lowkey if you tired tired be quiet and go to sleep hoe,1
i lowkey am lowkey tired if you tired be go to sleep,1
stop bringing weird niggers my mentions,1
bringing weird niggers into mentions,1
we dont love these hoes,1
we dont love these hoes,1
if have yo girl cant have homeboys you a ol weak bitch ass nigga,1
if yo girl have homeboys you a nigga ol weak bitch ass nigga,1
i think worst advice you was dont be a pussy and you speed up lol,1
i think worst advice i gave you was dont be a pussy a and speed up,1
quote this tweet with your favorite animalpussy,1
quote this tweet with favorite animalpussy,1
you i hate when strippers you theyre dancers hoe ballet dancers pop their pussy to beethoven you a stripper,1
i hate when tell you theyre tell dancers hoe dancers dont pop their pussy to beethoven you a,1
andrewbryant poff double vision after poff double pussy smh,1
andrewbryant poff double vision after beers poff double,1
when bitches on the computer me in ya in ya damn bitches,1
when bitches twerk on the computer in me in ya in ya damn,1
prince this is art nobody takin his bitch,1
prince this is nobody bitch,1
of welfaregovernment aid is claimed by white so yall black slander is trash now is,2
of welfaregovernment aid is white people yall black slander is trash of now,2
these bitches care they just play that role,1
these bitches dont they just play that role,1
you it took a for you to find me but a was hiding in the lime tree bitch in wrong tree bro,1
it took a while for you it me but i in the lime tree dis bitch da wrong tree bro,1
drakes new shoes that will be released by nikejordan yes yes theres glitter on the shoes dudes a fag,0
drakes new shoes will be released by nikejordan yes theres glitter will on the shoes dudes a fag,0
inna di ghetto you alone lmaoo,2
inna di ghetto you alone lmaoo,2
hoes austin teach us austini teach u u how to get curved thats all i know,2
hoes austin teach us all teach u how to get curved thats all i know,2
bitches cant cook but know how to dick so to ones that can ones do both,1
bitches cant but know how to suck dick so to the ones that can know do both,1
fat hoes get chose lol,1
fat hoes get chose lol,1
hoesaintloyal well theyre hoesno one expects them well to be loyal,1
hoesaintloyal well theyre to hoesno one expects them to be loyal,1
ol bitch ass,1
ol bitch ass,1
im tired of niggas niggas retweetin miley cyrus naked that bitch aint no types of bad lmaooo,1
bruh im tired of niggas retweetin miley cyrus naked that bitch aint no no types of bad lmaooo,1
just because tony romo at still the mavs game dont mean he still a bitch lmao them mavs cowgirls lol bitch fuck you,1
because romo at the because mavs game dont mean he not bitch lmao fuk them cowgirls lol bitch fuck you,1
holy shit freddie highmore was in charlie and the chocolate factory me on was the floor laughing,1
holy shit freddie highmore was in charlie and the chocolate factory me rolls on the the floor laughing,1
dont want to have sex with gf because i feel like im using her anonymous sex whata faggot,1
i dont want gf to have sex with my gf because i like using her anonymous whata faggot,1
one of your followers with this with somebody bitch if dont,1
you one of your followers with this somebody if you dont,1
if ya bitch always bitching clearly she care or just an annoying bitching bitch,1
if ya if bitch always bitching clearly care or an annoying bitch,1
these catfish catching hoes thinkin they slick but niggas catching on,1
these catfish they slick but catching on,1
cant worry about bitch aint worried bout me real,1
real cant worry about a bitch that aint worried me real,1
side hoes are for insecure that cant real one,1
side hoes are for insecure side niggas that cant handle a real one,1
tent this bitch come in the tent like she about to fuck some shit up,1
to lmao this bitch come scooting in the tent like she about to fuck some shit up,1
my said he share hoes with brothers he said sharing is caring he and he love his brothers,1
my cousin said he share hoes his brothers said sharing he is caring and he love his brothers,1
im hungry but ionn spend my money on hoe,1
im hungry but ionn wanna spend my money my on foodbroke hoe problems,1
dese hoes be to all of us nigga,1
dese hoes be lyin all,1
oh yeah fuck that bitch,1
oh yeah fuck that bitch,1
manning just threw his nflleading th interception the lmao trash nflleading,2
eli trash just threw his nflleading th interception of the season lmao trash,2
usc senior rb anthony brown calls head coach steve sarkisian a racist and quits hes team hes a bitch,2
usc rb anthony brown calls head coach steve sarkisian a racist and quits team anthony bitch,2
guess i also have zero time for your mansplaining stfu pussy mansplaining,1
guess i also have zero zero time for your mansplaining adios stfu pussy,1
scally lad,2
chilling sexy scally lad,2
i aint sharing bitch if you mines you mines,1
i aint sharing i no bitch if you mines you mines,1
money only impress the simple broke,1
money only impress the simple broke,1
will never be bitch they let people control or them never rigghhht,1
pisces will never be anybodys bitch they dont let people control change them pisces,1
tuku ho idk blah blah blah,2
tuku ho idk blah blah blah,2
im not mad cuh hahaha suure tuku ho ita,2
im not mad cuh suure tuku ho ita,2
these hoes is crazy,1
these hoes is crazy,1
you gonna aint ever gonna be a slice bitch kevin hart,1
you aint ever gonna be a slice bitch hart,1
be oomf so fuckin fine tho dam her dont be no bitch,1
oomf so fuckin fine tho her dont be bitch,1
wonder the girl that gave to boys to for in magaluf has twitter she probly sends nudes for,1
i wonder if the girl that wonder head to boys for a drink in magaluf has twitter she if probly sends nudes for fags,1
newsatquestions yeah bitch yeah bitch c call me a maybe b steveo c d jesse pinkman,1
newsatquestions yeah bitch call me a maybe b bitch steveo c later jesse pinkman,1
hickies in between her thighs right by her gtgtgt its only right right,1
hickies in between her thighs right by her pussy gtgtgt her its only,1
would you still me when im you young beautiful no ass,1
would you still love me when im longer young and beautiful no ugly monkey young ass,1
yall come through the frontbitch i aint coming,1
yall through the frontbitch i aint coming,1
faggot bitch,1
faggot bitch,1
yea im on my ipad i dont this friday lets ball this faggot on up i work,1
yea im on my ipad i dont work this friday lets ball work this faggot up i work,1
this scally lad would get,2
this scally lad would get it,2
gerryshalloweenparty halloween was yesterday stupid nigger,0
gerryshalloweenparty halloween yesterday stupid nigger,0
chrus still supahot tho walks up to teacher with that test drops test that bitch fohead,1
chrus still supahot tho walks up to teacher still with test drops test in that bitch fohead,1
i eating pussy lol i i never full lol i can eat that shit forever and ever,1
i love eating lol i never ever get full lol i can that shit forever lol and ever,1
no hoes slushes hoes nasty anyway famthem hoes taste like meds,1
no slushes hoes nasty anyway famthem hoes like meds,1
no slushes hoes nasty anyway fam,1
no slushes hoes nasty anyway,1
bobby bitchby be getting me live as fuck hell play yea i play that hoe my workout,1
bitchby be me as fuck yea hell yea i play that hoe,1
bitch is gucci mane bitch a stoner,1
yo bitch is gucci mane my bitch a stoner,1
i can ride your bitch with no handle,1
i your bitch with no handle bars,1
and you aint a get up out my traphoussseeeee,1
and if you aint a hoe out traphoussseeeee,1
sad tv deaths were still stark was the man,2
tv character deaths were still bitter over stark stark was the man,2
these bitches are all party bus hoes lol,1
these harbor bitches all party bus hoes lol all,1
pussy love it,1
it,1
ultraviolence video its bitchy coming you little bitch mtvhottest del rey bitchy promo,1
ultraviolence video mtvhottest its coming you little bitch mtvhottest lana del rey bitchy promo,1
on my to fuck your lmfao kittycopter,1
on my way to fuck your bitch lmfao kittycopter,1
a a smuggler explains how he helped fighters the jihadi highway,2
a smuggler explains how he jihadi helped fighters along the jihadi highway,2
aww their avis look so cute cute together do i ike avi this bitch,1
aww their avis look so cute together do on i gotta get ike avi on this bitch,1
its dont be being a worry about being exposed fight mewhy,1
its simple dont be a hoedont worry about being exposed its fight mewhy,1
whys this bitch boosting herself her size isnt the healthy tho size,1
whys this bitch boosting herself her size isnt exactly size the most healthy tho,1
bet not be bitches,1
bet not be no bitches kim bye,1
near gotta protect my tweets stalkers being annoying you got that dope you dick drive these bitches loco,1
you damn near gotta protect my stalkers annoying you got dope dick drive these bitches,1
im you making marack girlfriend b you pullin hoes just like o taught you,1
im making marack my girlfriend aye b you pullin hoes just o marack taught you,1
bruno fag boy you love me,1
bruno fag boy you love me,1
i must be a bitch you are sike naw always this why we always beefing,1
must be a bitch you are sike naw why we be always beefing,1
down yankees look to rally in the bottom of rally th,2
down yankees look to rally in the rallycap bottom of the th rallycap,2
dont advantage of a nice person hoes everyjuan,1
dont take advantage a nice person hoes everyjuan,1
happy birthday nigga thanks pal,1
happy birthday bitch thanks pal,1
knowing that most hoes got wont fuck with you bc got wait till friday,1
sad knowing bc that hoes wont with bc you aint got stacks wait till friday,1
cinco shit harder fucc niggayee but you fucc wit rich homie cuz dats ya homeboy fucc wit nicca,1
cinco shit harder fucc niggayee fucc but you fucc wit rich homie cuz dats ya homeboy fucc nicca,1
ewww in i said that last sundayas in the i there it again nigs,1
i that last sundayas last in the last sunday i was there nigs,1
i only punch real in the face a pussy nigga is gonna punch me back strong shake or shake,1
me i punch real niggas in the face cause a pussy gonna punch me right back mush shake,1
my pussy still fresh lt something girls say,1
my pussy still fresh lt something stank girls say,1
